order_id,order_date,product_id,quantity,warehouse_id,customer_region,category,price,cost,city,capacity,shipment_id,supplier_id,ship_date,expected_delivery_date,delivery_date,delay,supplier_name,country,lead_time_days,revenue
6882,2023-01-20,202,15,4,DE-West,Industrial,348,164,Hamburg,6906,6882,29,2023-01-23,2023-01-29,2023-01-27,-2,Supplier_29,Czechia,8,5220
6883,2023-08-14,214,13,5,DE-North,Home,365,261,Hamburg,8086,6883,17,2023-08-18,2023-08-21,2023-08-25,4,Supplier_17,Poland,9,4745
6884,2023-07-18,94,3,4,DE-West,Automotive,389,252,Hamburg,6906,6884,27,2023-07-21,2023-07-24,2023-07-27,3,Supplier_27,Poland,9,1167
6885,2023-02-08,75,9,2,DE-West,Electronics,58,115,Hamburg,11949,6885,26,2023-02-12,2023-02-20,2023-02-18,-2,Supplier_26,Poland,12,522
6886,2023-05-25,157,8,6,DE-North,Home,207,167,Frankfurt,18503,6886,22,2023-05-27,2023-06-01,2023-05-31,-1,Supplier_22,Poland,9,1656
6887,2023-02-14,153,15,5,DE-West,Electronics,98,261,Hamburg,8086,6887,25,2023-02-17,2023-02-25,2023-02-28,3,Supplier_25,Germany,11,1470
6888,2023-11-22,142,1,4,DE-South,Electronics,335,271,Hamburg,6906,6888,1,2023-11-25,2023-12-02,2023-12-04,2,Supplier_1,Czechia,11,335
6889,2023-04-01,78,2,3,DE-South,Industrial,196,209,Munich,11882,6889,16,2023-04-02,2023-04-06,2023-04-07,1,Supplier_16,Germany,5,392
6890,2023-08-26,182,9,5,DE-South,Home,272,20,Hamburg,8086,6890,29,2023-08-28,2023-09-01,2023-09-03,2,Supplier_29,Czechia,8,2448
6891,2023-03-11,195,17,5,DE-South,Home,176,205,Hamburg,8086,6891,20,2023-03-13,2023-03-15,2023-03-14,-1,Supplier_20,Germany,13,2992
6892,2023-06-15,158,9,4,DE-South,Automotive,95,20,Hamburg,6906,6892,7,2023-06-17,2023-06-25,2023-06-26,1,Supplier_7,Czechia,14,855
6893,2023-05-10,146,1,6,DE-West,Home,497,110,Frankfurt,18503,6893,22,2023-05-14,2023-05-19,2023-05-20,1,Supplier_22,Poland,9,497
6894,2023-08-02,54,8,8,DE-North,Industrial,316,261,Munich,10750,6894,22,2023-08-06,2023-08-15,2023-08-17,2,Supplier_22,Poland,9,2528
6895,2023-12-06,277,5,7,DE-West,Electronics,324,70,Berlin,13152,6895,25,2023-12-09,2023-12-18,2023-12-20,2,Supplier_25,Germany,11,1620
6896,2023-03-30,83,11,7,DE-West,Electronics,201,32,Berlin,13152,6896,8,2023-04-03,2023-04-12,2023-04-10,-2,Supplier_8,Czechia,2,2211
6897,2023-12-01,156,6,7,DE-South,Automotive,269,77,Berlin,13152,6897,13,2023-12-05,2023-12-09,2023-12-13,4,Supplier_13,Poland,2,1614
6898,2023-09-09,4,17,7,DE-South,Home,175,88,Berlin,13152,6898,29,2023-09-12,2023-09-21,2023-09-19,-2,Supplier_29,Czechia,8,2975
6899,2023-12-15,271,18,1,DE-West,Automotive,155,117,Hamburg,12673,6899,5,2023-12-16,2023-12-21,2023-12-23,2,Supplier_5,Germany,9,2790
6900,2023-03-13,64,18,3,DE-West,Electronics,395,133,Munich,11882,6900,27,2023-03-17,2023-03-19,2023-03-22,3,Supplier_27,Poland,9,7110
6901,2023-06-14,112,5,3,DE-North,Home,117,205,Munich,11882,6901,30,2023-06-16,2023-06-23,2023-06-22,-1,Supplier_30,Germany,4,585
6902,2023-02-18,239,5,7,DE-North,Home,199,164,Berlin,13152,6902,28,2023-02-20,2023-02-26,2023-02-28,2,Supplier_28,Germany,4,995
6903,2023-02-21,144,19,4,DE-North,Industrial,333,201,Hamburg,6906,6903,27,2023-02-25,2023-03-02,2023-03-05,3,Supplier_27,Poland,9,6327
6904,2023-10-16,20,13,6,DE-North,Home,343,119,Frankfurt,18503,6904,18,2023-10-20,2023-10-23,2023-10-27,4,Supplier_18,Germany,7,4459
6905,2023-10-05,64,7,2,DE-North,Electronics,395,133,Hamburg,11949,6905,12,2023-10-08,2023-10-14,2023-10-12,-2,Supplier_12,Netherlands,9,2765
6906,2023-04-24,289,14,2,DE-South,Electronics,178,254,Hamburg,11949,6906,16,2023-04-28,2023-05-02,2023-05-03,1,Supplier_16,Germany,5,2492
6907,2023-08-27,81,8,7,DE-North,Home,180,287,Berlin,13152,6907,3,2023-08-28,2023-09-04,2023-09-07,3,Supplier_3,Netherlands,10,1440
6908,2023-05-13,197,3,8,DE-West,Automotive,435,47,Munich,10750,6908,12,2023-05-16,2023-05-18,2023-05-17,-1,Supplier_12,Netherlands,9,1305
6909,2023-10-01,69,4,1,DE-South,Industrial,434,183,Hamburg,12673,6909,26,2023-10-03,2023-10-05,2023-10-03,-2,Supplier_26,Poland,12,1736
6910,2023-06-15,186,10,8,DE-West,Electronics,409,31,Munich,10750,6910,19,2023-06-18,2023-06-27,2023-06-26,-1,Supplier_19,Germany,11,4090
6911,2023-10-20,167,4,1,DE-South,Industrial,351,192,Hamburg,12673,6911,20,2023-10-24,2023-10-27,2023-10-26,-1,Supplier_20,Germany,13,1404
6912,2023-08-31,205,18,4,DE-South,Industrial,88,239,Hamburg,6906,6912,18,2023-09-04,2023-09-09,2023-09-10,1,Supplier_18,Germany,7,1584
6913,2023-11-16,164,12,6,DE-North,Industrial,86,63,Frankfurt,18503,6913,8,2023-11-17,2023-11-20,2023-11-23,3,Supplier_8,Czechia,2,1032
6914,2023-05-18,94,15,2,DE-West,Automotive,389,252,Hamburg,11949,6914,24,2023-05-19,2023-05-24,2023-05-22,-2,Supplier_24,Poland,14,5835
6915,2023-03-20,249,13,3,DE-North,Electronics,493,91,Munich,11882,6915,30,2023-03-23,2023-03-26,2023-03-28,2,Supplier_30,Germany,4,6409
6916,2023-06-19,68,12,6,DE-West,Electronics,51,268,Frankfurt,18503,6916,13,2023-06-21,2023-06-24,2023-06-23,-1,Supplier_13,Poland,2,612
6917,2023-05-03,21,8,2,DE-West,Automotive,329,273,Hamburg,11949,6917,28,2023-05-06,2023-05-08,2023-05-07,-1,Supplier_28,Germany,4,2632
6918,2023-06-25,85,9,6,DE-North,Home,169,236,Frankfurt,18503,6918,8,2023-06-28,2023-07-03,2023-07-04,1,Supplier_8,Czechia,2,1521
6919,2023-10-27,24,9,4,DE-North,Industrial,147,269,Hamburg,6906,6919,10,2023-10-28,2023-10-31,2023-11-03,3,Supplier_10,Germany,5,1323
6920,2023-03-23,111,17,2,DE-South,Industrial,210,61,Hamburg,11949,6920,14,2023-03-26,2023-04-02,2023-03-31,-2,Supplier_14,Germany,4,3570
6921,2023-03-28,83,1,5,DE-South,Electronics,201,32,Hamburg,8086,6921,15,2023-03-29,2023-04-05,2023-04-08,3,Supplier_15,Poland,14,201
6922,2023-08-13,78,6,7,DE-South,Industrial,196,209,Berlin,13152,6922,21,2023-08-14,2023-08-18,2023-08-17,-1,Supplier_21,Netherlands,8,1176
6923,2023-01-16,140,7,4,DE-West,Electronics,275,151,Hamburg,6906,6923,15,2023-01-19,2023-01-26,2023-01-25,-1,Supplier_15,Poland,14,1925
6924,2023-11-06,271,9,5,DE-North,Automotive,155,117,Hamburg,8086,6924,26,2023-11-07,2023-11-15,2023-11-15,0,Supplier_26,Poland,12,1395
6925,2023-12-24,169,10,8,DE-South,Home,144,99,Munich,10750,6925,6,2023-12-28,2024-01-04,2024-01-04,0,Supplier_6,Poland,12,1440
6926,2023-06-12,197,4,6,DE-North,Automotive,435,47,Frankfurt,18503,6926,14,2023-06-16,2023-06-23,2023-06-22,-1,Supplier_14,Germany,4,1740
6927,2023-04-08,262,16,4,DE-South,Automotive,96,274,Hamburg,6906,6927,6,2023-04-11,2023-04-13,2023-04-16,3,Supplier_6,Poland,12,1536
6928,2023-06-05,215,12,8,DE-South,Home,440,270,Munich,10750,6928,23,2023-06-07,2023-06-09,2023-06-13,4,Supplier_23,Poland,3,5280
6929,2023-01-02,67,9,3,DE-North,Industrial,418,296,Munich,11882,6929,1,2023-01-04,2023-01-06,2023-01-09,3,Supplier_1,Czechia,11,3762
6930,2023-12-16,229,3,4,DE-South,Electronics,337,118,Hamburg,6906,6930,10,2023-12-20,2023-12-22,2023-12-25,3,Supplier_10,Germany,5,1011
6931,2023-06-18,161,9,4,DE-North,Home,148,136,Hamburg,6906,6931,19,2023-06-19,2023-06-28,2023-06-29,1,Supplier_19,Germany,11,1332
6932,2023-11-11,122,17,7,DE-South,Electronics,450,95,Berlin,13152,6932,11,2023-11-13,2023-11-16,2023-11-18,2,Supplier_11,Poland,2,7650
6933,2023-11-21,149,14,4,DE-North,Electronics,196,58,Hamburg,6906,6933,3,2023-11-23,2023-12-01,2023-12-01,0,Supplier_3,Netherlands,10,2744
6934,2023-04-02,193,5,4,DE-South,Electronics,200,109,Hamburg,6906,6934,27,2023-04-05,2023-04-12,2023-04-12,0,Supplier_27,Poland,9,1000
6935,2023-06-30,231,1,1,DE-South,Automotive,496,216,Hamburg,12673,6935,23,2023-07-03,2023-07-06,2023-07-10,4,Supplier_23,Poland,3,496
6936,2023-08-19,111,1,5,DE-West,Industrial,210,61,Hamburg,8086,6936,30,2023-08-21,2023-08-28,2023-08-26,-2,Supplier_30,Germany,4,210
6937,2023-10-28,145,3,4,DE-North,Industrial,416,186,Hamburg,6906,6937,6,2023-10-30,2023-11-01,2023-11-03,2,Supplier_6,Poland,12,1248
6938,2023-05-28,221,9,4,DE-South,Home,313,258,Hamburg,6906,6938,9,2023-06-01,2023-06-04,2023-06-04,0,Supplier_9,Germany,11,2817
6939,2023-10-07,64,6,6,DE-West,Electronics,395,133,Frankfurt,18503,6939,25,2023-10-10,2023-10-13,2023-10-15,2,Supplier_25,Germany,11,2370
6940,2023-07-08,126,9,1,DE-North,Industrial,492,249,Hamburg,12673,6940,9,2023-07-11,2023-07-16,2023-07-18,2,Supplier_9,Germany,11,4428
6941,2023-12-13,218,4,2,DE-South,Electronics,222,84,Hamburg,11949,6941,29,2023-12-15,2023-12-24,2023-12-22,-2,Supplier_29,Czechia,8,888
6942,2023-12-16,284,19,8,DE-South,Home,367,53,Munich,10750,6942,4,2023-12-20,2023-12-24,2023-12-23,-1,Supplier_4,Poland,7,6973
6943,2023-11-10,236,5,6,DE-South,Industrial,112,184,Frankfurt,18503,6943,3,2023-11-11,2023-11-16,2023-11-20,4,Supplier_3,Netherlands,10,560
6944,2023-05-08,13,5,6,DE-North,Home,373,88,Frankfurt,18503,6944,20,2023-05-11,2023-05-17,2023-05-16,-1,Supplier_20,Germany,13,1865
6945,2023-01-07,153,14,7,DE-West,Electronics,98,261,Berlin,13152,6945,19,2023-01-10,2023-01-15,2023-01-15,0,Supplier_19,Germany,11,1372
6946,2023-02-16,239,10,7,DE-South,Home,199,164,Berlin,13152,6946,23,2023-02-18,2023-02-22,2023-02-20,-2,Supplier_23,Poland,3,1990
6947,2023-02-22,190,16,8,DE-West,Automotive,337,27,Munich,10750,6947,11,2023-02-24,2023-02-28,2023-02-28,0,Supplier_11,Poland,2,5392
6948,2023-07-06,151,6,1,DE-North,Home,84,192,Hamburg,12673,6948,19,2023-07-07,2023-07-12,2023-07-12,0,Supplier_19,Germany,11,504
6949,2023-02-07,86,14,8,DE-North,Home,210,292,Munich,10750,6949,17,2023-02-10,2023-02-17,2023-02-20,3,Supplier_17,Poland,9,2940
6950,2023-08-14,21,18,1,DE-South,Automotive,329,273,Hamburg,12673,6950,8,2023-08-18,2023-08-26,2023-08-25,-1,Supplier_8,Czechia,2,5922
6951,2023-02-22,182,9,7,DE-South,Home,272,20,Berlin,13152,6951,6,2023-02-26,2023-03-03,2023-03-01,-2,Supplier_6,Poland,12,2448
6952,2023-08-12,158,7,1,DE-South,Automotive,95,20,Hamburg,12673,6952,5,2023-08-14,2023-08-23,2023-08-25,2,Supplier_5,Germany,9,665
6953,2023-06-03,76,18,6,DE-West,Automotive,282,171,Frankfurt,18503,6953,8,2023-06-07,2023-06-16,2023-06-15,-1,Supplier_8,Czechia,2,5076
6954,2023-02-17,203,10,6,DE-West,Home,295,220,Frankfurt,18503,6954,27,2023-02-21,2023-03-01,2023-03-01,0,Supplier_27,Poland,9,2950
6955,2023-12-17,229,2,7,DE-South,Electronics,337,118,Berlin,13152,6955,8,2023-12-19,2023-12-26,2023-12-26,0,Supplier_8,Czechia,2,674
6956,2023-05-27,152,13,4,DE-North,Home,241,160,Hamburg,6906,6956,3,2023-05-28,2023-06-03,2023-06-04,1,Supplier_3,Netherlands,10,3133
6957,2023-03-05,263,6,1,DE-North,Electronics,404,226,Hamburg,12673,6957,19,2023-03-06,2023-03-15,2023-03-13,-2,Supplier_19,Germany,11,2424
6958,2023-12-15,72,9,8,DE-South,Automotive,189,196,Munich,10750,6958,16,2023-12-18,2023-12-25,2023-12-27,2,Supplier_16,Germany,5,1701
6959,2023-07-01,225,8,1,DE-West,Automotive,192,236,Hamburg,12673,6959,10,2023-07-03,2023-07-05,2023-07-07,2,Supplier_10,Germany,5,1536
6960,2023-05-05,131,10,7,DE-North,Industrial,207,189,Berlin,13152,6960,23,2023-05-07,2023-05-16,2023-05-16,0,Supplier_23,Poland,3,2070
6961,2023-06-28,28,16,6,DE-West,Automotive,193,199,Frankfurt,18503,6961,3,2023-07-01,2023-07-05,2023-07-09,4,Supplier_3,Netherlands,10,3088
6962,2023-02-08,299,15,6,DE-South,Electronics,138,214,Frankfurt,18503,6962,9,2023-02-12,2023-02-14,2023-02-15,1,Supplier_9,Germany,11,2070
6963,2023-09-17,97,13,1,DE-West,Automotive,161,225,Hamburg,12673,6963,8,2023-09-18,2023-09-25,2023-09-26,1,Supplier_8,Czechia,2,2093
6964,2023-01-03,46,18,4,DE-West,Industrial,357,287,Hamburg,6906,6964,8,2023-01-06,2023-01-12,2023-01-10,-2,Supplier_8,Czechia,2,6426
6965,2023-03-05,1,6,3,DE-West,Home,274,291,Munich,11882,6965,25,2023-03-08,2023-03-11,2023-03-15,4,Supplier_25,Germany,11,1644
6966,2023-01-29,166,9,3,DE-North,Electronics,398,179,Munich,11882,6966,8,2023-02-01,2023-02-04,2023-02-08,4,Supplier_8,Czechia,2,3582
6967,2023-01-11,245,18,8,DE-West,Home,219,224,Munich,10750,6967,20,2023-01-12,2023-01-19,2023-01-19,0,Supplier_20,Germany,13,3942
6968,2023-04-07,219,7,2,DE-West,Industrial,69,165,Hamburg,11949,6968,7,2023-04-11,2023-04-20,2023-04-20,0,Supplier_7,Czechia,14,483
6969,2023-12-24,102,5,4,DE-West,Automotive,433,118,Hamburg,6906,6969,14,2023-12-25,2023-12-27,2023-12-31,4,Supplier_14,Germany,4,2165
6970,2023-07-22,291,11,6,DE-South,Electronics,171,259,Frankfurt,18503,6970,22,2023-07-24,2023-08-01,2023-08-01,0,Supplier_22,Poland,9,1881
6971,2023-01-21,204,13,1,DE-West,Electronics,225,231,Hamburg,12673,6971,17,2023-01-23,2023-01-28,2023-01-26,-2,Supplier_17,Poland,9,2925
6972,2023-02-08,202,3,7,DE-West,Industrial,348,164,Berlin,13152,6972,12,2023-02-11,2023-02-15,2023-02-17,2,Supplier_12,Netherlands,9,1044
6973,2023-08-11,54,1,1,DE-North,Industrial,316,261,Hamburg,12673,6973,5,2023-08-13,2023-08-21,2023-08-20,-1,Supplier_5,Germany,9,316
6974,2023-04-12,280,4,8,DE-South,Automotive,488,157,Munich,10750,6974,2,2023-04-13,2023-04-15,2023-04-16,1,Supplier_2,Germany,10,1952
6975,2023-02-15,278,19,8,DE-West,Automotive,141,100,Munich,10750,6975,25,2023-02-17,2023-02-22,2023-02-24,2,Supplier_25,Germany,11,2679
6976,2023-03-07,16,18,1,DE-North,Electronics,233,257,Hamburg,12673,6976,15,2023-03-09,2023-03-15,2023-03-14,-1,Supplier_15,Poland,14,4194
6977,2023-04-01,13,6,8,DE-North,Home,373,88,Munich,10750,6977,11,2023-04-05,2023-04-14,2023-04-18,4,Supplier_11,Poland,2,2238
6978,2023-06-13,87,10,8,DE-West,Automotive,457,81,Munich,10750,6978,15,2023-06-14,2023-06-19,2023-06-23,4,Supplier_15,Poland,14,4570
6979,2023-04-21,78,7,8,DE-North,Industrial,196,209,Munich,10750,6979,13,2023-04-23,2023-04-29,2023-05-03,4,Supplier_13,Poland,2,1372
6980,2023-12-04,67,12,3,DE-North,Industrial,418,296,Munich,11882,6980,19,2023-12-05,2023-12-14,2023-12-16,2,Supplier_19,Germany,11,5016
6981,2023-05-03,211,8,7,DE-North,Home,458,275,Berlin,13152,6981,12,2023-05-05,2023-05-07,2023-05-11,4,Supplier_12,Netherlands,9,3664
6982,2023-07-12,214,13,6,DE-North,Home,365,261,Frankfurt,18503,6982,15,2023-07-16,2023-07-19,2023-07-21,2,Supplier_15,Poland,14,4745
6983,2023-04-09,185,18,7,DE-West,Electronics,372,163,Berlin,13152,6983,12,2023-04-11,2023-04-18,2023-04-20,2,Supplier_12,Netherlands,9,6696
6984,2023-10-18,33,14,1,DE-West,Industrial,375,276,Hamburg,12673,6984,23,2023-10-21,2023-10-25,2023-10-27,2,Supplier_23,Poland,3,5250
6985,2023-06-08,115,11,1,DE-North,Home,326,152,Hamburg,12673,6985,18,2023-06-12,2023-06-14,2023-06-14,0,Supplier_18,Germany,7,3586
6986,2023-04-13,275,10,3,DE-West,Electronics,169,266,Munich,11882,6986,23,2023-04-15,2023-04-23,2023-04-25,2,Supplier_23,Poland,3,1690
6987,2023-10-08,198,6,1,DE-West,Industrial,322,239,Hamburg,12673,6987,29,2023-10-11,2023-10-20,2023-10-19,-1,Supplier_29,Czechia,8,1932
6988,2023-02-12,143,13,8,DE-North,Industrial,146,294,Munich,10750,6988,4,2023-02-14,2023-02-17,2023-02-16,-1,Supplier_4,Poland,7,1898
6989,2023-03-25,228,10,7,DE-North,Automotive,371,124,Berlin,13152,6989,11,2023-03-28,2023-04-03,2023-04-04,1,Supplier_11,Poland,2,3710
6990,2023-07-10,120,12,2,DE-North,Electronics,184,165,Hamburg,11949,6990,22,2023-07-14,2023-07-18,2023-07-22,4,Supplier_22,Poland,9,2208
6991,2023-02-20,24,1,6,DE-West,Industrial,147,269,Frankfurt,18503,6991,15,2023-02-22,2023-02-27,2023-03-02,3,Supplier_15,Poland,14,147
6992,2023-07-29,27,18,7,DE-West,Automotive,289,119,Berlin,13152,6992,25,2023-07-30,2023-08-08,2023-08-06,-2,Supplier_25,Germany,11,5202
6993,2023-05-06,75,13,5,DE-South,Electronics,58,115,Hamburg,8086,6993,24,2023-05-08,2023-05-10,2023-05-09,-1,Supplier_24,Poland,14,754
6994,2023-03-10,241,4,7,DE-South,Automotive,107,97,Berlin,13152,6994,25,2023-03-11,2023-03-16,2023-03-20,4,Supplier_25,Germany,11,428
6995,2023-09-22,23,6,7,DE-North,Automotive,421,42,Berlin,13152,6995,30,2023-09-26,2023-09-30,2023-09-29,-1,Supplier_30,Germany,4,2526
6996,2023-09-15,161,18,2,DE-South,Home,148,136,Hamburg,11949,6996,5,2023-09-16,2023-09-18,2023-09-17,-1,Supplier_5,Germany,9,2664
6997,2023-07-07,41,5,8,DE-West,Home,395,197,Munich,10750,6997,5,2023-07-10,2023-07-18,2023-07-17,-1,Supplier_5,Germany,9,1975
6998,2023-08-18,238,18,4,DE-South,Automotive,174,102,Hamburg,6906,6998,20,2023-08-19,2023-08-21,2023-08-19,-2,Supplier_20,Germany,13,3132
6999,2023-07-08,239,5,7,DE-South,Home,199,164,Berlin,13152,6999,25,2023-07-12,2023-07-20,2023-07-18,-2,Supplier_25,Germany,11,995
7000,2023-01-10,56,7,2,DE-North,Industrial,483,234,Hamburg,11949,7000,30,2023-01-14,2023-01-23,2023-01-26,3,Supplier_30,Germany,4,3381
7001,2023-04-24,98,9,2,DE-West,Industrial,148,242,Hamburg,11949,7001,10,2023-04-25,2023-05-02,2023-05-04,2,Supplier_10,Germany,5,1332
7002,2023-03-17,146,3,7,DE-West,Home,497,110,Berlin,13152,7002,24,2023-03-20,2023-03-25,2023-03-28,3,Supplier_24,Poland,14,1491
7003,2023-06-13,262,12,7,DE-West,Automotive,96,274,Berlin,13152,7003,22,2023-06-17,2023-06-22,2023-06-21,-1,Supplier_22,Poland,9,1152
7004,2023-03-26,40,14,3,DE-West,Home,452,171,Munich,11882,7004,10,2023-03-28,2023-04-05,2023-04-04,-1,Supplier_10,Germany,5,6328
7005,2023-02-18,193,8,4,DE-South,Electronics,200,109,Hamburg,6906,7005,30,2023-02-22,2023-03-02,2023-03-03,1,Supplier_30,Germany,4,1600
7006,2023-11-22,239,12,7,DE-North,Home,199,164,Berlin,13152,7006,30,2023-11-24,2023-11-27,2023-11-28,1,Supplier_30,Germany,4,2388
7007,2023-06-26,42,7,6,DE-South,Home,196,182,Frankfurt,18503,7007,22,2023-06-27,2023-07-04,2023-07-05,1,Supplier_22,Poland,9,1372
7008,2023-08-06,222,9,7,DE-West,Home,449,196,Berlin,13152,7008,6,2023-08-09,2023-08-17,2023-08-21,4,Supplier_6,Poland,12,4041
7009,2023-07-08,196,12,6,DE-North,Automotive,204,197,Frankfurt,18503,7009,6,2023-07-10,2023-07-15,2023-07-19,4,Supplier_6,Poland,12,2448
7010,2023-12-12,288,4,2,DE-North,Electronics,445,145,Hamburg,11949,7010,23,2023-12-15,2023-12-21,2023-12-22,1,Supplier_23,Poland,3,1780
7011,2023-08-18,10,5,5,DE-West,Automotive,247,105,Hamburg,8086,7011,6,2023-08-21,2023-08-24,2023-08-26,2,Supplier_6,Poland,12,1235
7012,2023-09-12,235,9,2,DE-West,Industrial,235,72,Hamburg,11949,7012,24,2023-09-13,2023-09-18,2023-09-18,0,Supplier_24,Poland,14,2115
7013,2023-08-24,265,7,1,DE-North,Home,473,85,Hamburg,12673,7013,7,2023-08-28,2023-08-30,2023-08-31,1,Supplier_7,Czechia,14,3311
7014,2023-01-26,69,14,3,DE-West,Industrial,434,183,Munich,11882,7014,18,2023-01-30,2023-02-04,2023-02-05,1,Supplier_18,Germany,7,6076
7015,2023-03-13,139,17,1,DE-West,Home,76,236,Hamburg,12673,7015,26,2023-03-17,2023-03-24,2023-03-22,-2,Supplier_26,Poland,12,1292
7016,2023-09-18,219,1,8,DE-West,Industrial,69,165,Munich,10750,7016,4,2023-09-21,2023-09-29,2023-10-02,3,Supplier_4,Poland,7,69
7017,2023-09-11,196,15,4,DE-West,Automotive,204,197,Hamburg,6906,7017,14,2023-09-15,2023-09-19,2023-09-23,4,Supplier_14,Germany,4,3060
7018,2023-09-28,74,15,4,DE-North,Automotive,209,55,Hamburg,6906,7018,11,2023-10-02,2023-10-05,2023-10-04,-1,Supplier_11,Poland,2,3135
7019,2023-05-03,103,1,3,DE-North,Automotive,415,44,Munich,11882,7019,7,2023-05-04,2023-05-12,2023-05-14,2,Supplier_7,Czechia,14,415
7020,2023-05-24,225,15,2,DE-South,Automotive,192,236,Hamburg,11949,7020,18,2023-05-28,2023-05-30,2023-05-29,-1,Supplier_18,Germany,7,2880
7021,2023-09-14,123,2,4,DE-South,Automotive,177,28,Hamburg,6906,7021,20,2023-09-17,2023-09-22,2023-09-22,0,Supplier_20,Germany,13,354
7022,2023-05-24,102,4,5,DE-North,Automotive,433,118,Hamburg,8086,7022,2,2023-05-25,2023-06-02,2023-06-04,2,Supplier_2,Germany,10,1732
7023,2023-09-16,264,17,7,DE-South,Electronics,360,248,Berlin,13152,7023,2,2023-09-20,2023-09-28,2023-09-28,0,Supplier_2,Germany,10,6120
7024,2023-02-16,161,16,3,DE-West,Home,148,136,Munich,11882,7024,30,2023-02-18,2023-02-22,2023-02-26,4,Supplier_30,Germany,4,2368
7025,2023-12-17,233,18,1,DE-West,Industrial,100,278,Hamburg,12673,7025,7,2023-12-21,2023-12-24,2023-12-28,4,Supplier_7,Czechia,14,1800
7026,2023-01-13,275,16,5,DE-North,Electronics,169,266,Hamburg,8086,7026,11,2023-01-16,2023-01-19,2023-01-23,4,Supplier_11,Poland,2,2704
7027,2023-07-27,258,8,7,DE-South,Automotive,311,255,Berlin,13152,7027,18,2023-07-28,2023-08-05,2023-08-04,-1,Supplier_18,Germany,7,2488
7028,2023-11-07,139,6,7,DE-West,Home,76,236,Berlin,13152,7028,20,2023-11-11,2023-11-14,2023-11-12,-2,Supplier_20,Germany,13,456
7029,2023-08-23,227,2,6,DE-South,Electronics,403,117,Frankfurt,18503,7029,7,2023-08-25,2023-09-03,2023-09-04,1,Supplier_7,Czechia,14,806
7030,2023-05-29,273,19,3,DE-North,Industrial,196,185,Munich,11882,7030,22,2023-06-02,2023-06-04,2023-06-08,4,Supplier_22,Poland,9,3724
7031,2023-11-18,86,13,5,DE-North,Home,210,292,Hamburg,8086,7031,20,2023-11-19,2023-11-28,2023-12-02,4,Supplier_20,Germany,13,2730
7032,2023-06-04,291,6,7,DE-South,Electronics,171,259,Berlin,13152,7032,25,2023-06-05,2023-06-10,2023-06-09,-1,Supplier_25,Germany,11,1026
7033,2023-06-15,217,6,3,DE-North,Industrial,85,138,Munich,11882,7033,5,2023-06-16,2023-06-18,2023-06-22,4,Supplier_5,Germany,9,510
7034,2023-03-31,66,13,1,DE-West,Automotive,109,236,Hamburg,12673,7034,2,2023-04-01,2023-04-07,2023-04-09,2,Supplier_2,Germany,10,1417
7035,2023-07-05,257,1,2,DE-West,Home,245,73,Hamburg,11949,7035,14,2023-07-06,2023-07-11,2023-07-15,4,Supplier_14,Germany,4,245
7036,2023-11-14,135,9,3,DE-South,Home,100,48,Munich,11882,7036,7,2023-11-17,2023-11-23,2023-11-27,4,Supplier_7,Czechia,14,900
7037,2023-12-24,55,12,4,DE-South,Home,490,54,Hamburg,6906,7037,10,2023-12-26,2023-12-31,2024-01-01,1,Supplier_10,Germany,5,5880
7038,2023-06-23,243,12,8,DE-North,Industrial,354,70,Munich,10750,7038,28,2023-06-25,2023-07-03,2023-07-07,4,Supplier_28,Germany,4,4248
7039,2023-08-05,252,4,1,DE-North,Electronics,102,269,Hamburg,12673,7039,18,2023-08-07,2023-08-10,2023-08-12,2,Supplier_18,Germany,7,408
7040,2023-09-21,21,19,1,DE-South,Automotive,329,273,Hamburg,12673,7040,8,2023-09-24,2023-09-26,2023-09-26,0,Supplier_8,Czechia,2,6251
7041,2023-04-07,163,16,5,DE-North,Industrial,282,77,Hamburg,8086,7041,23,2023-04-08,2023-04-16,2023-04-18,2,Supplier_23,Poland,3,4512
7042,2023-04-27,264,12,4,DE-South,Electronics,360,248,Hamburg,6906,7042,16,2023-05-01,2023-05-07,2023-05-05,-2,Supplier_16,Germany,5,4320
7043,2023-07-18,68,1,5,DE-South,Electronics,51,268,Hamburg,8086,7043,14,2023-07-21,2023-07-24,2023-07-24,0,Supplier_14,Germany,4,51
7044,2023-11-16,107,4,8,DE-West,Automotive,212,76,Munich,10750,7044,28,2023-11-17,2023-11-20,2023-11-23,3,Supplier_28,Germany,4,848
7045,2023-01-21,67,9,6,DE-North,Industrial,418,296,Frankfurt,18503,7045,9,2023-01-24,2023-01-31,2023-02-04,4,Supplier_9,Germany,11,3762
7046,2023-07-19,199,7,1,DE-South,Electronics,153,60,Hamburg,12673,7046,6,2023-07-23,2023-07-29,2023-08-01,3,Supplier_6,Poland,12,1071
7047,2023-12-07,192,10,3,DE-West,Home,391,183,Munich,11882,7047,7,2023-12-11,2023-12-16,2023-12-20,4,Supplier_7,Czechia,14,3910
7048,2023-09-05,2,13,6,DE-South,Industrial,434,208,Frankfurt,18503,7048,26,2023-09-07,2023-09-13,2023-09-12,-1,Supplier_26,Poland,12,5642
7049,2023-10-03,257,8,4,DE-North,Home,245,73,Hamburg,6906,7049,30,2023-10-06,2023-10-08,2023-10-09,1,Supplier_30,Germany,4,1960
