shipment_id,order_id,supplier_id,ship_date,expected_delivery_date,delivery_date
7283,7283,11,2023-04-16,2023-04-19,2023-04-20
7284,7284,24,2023-12-29,2024-01-03,2024-01-01
7285,7285,28,2023-08-02,2023-08-09,2023-08-12
7286,7286,4,2023-09-16,2023-09-20,2023-09-21
7287,7287,19,2023-01-24,2023-02-01,2023-02-03
7288,7288,29,2023-03-01,2023-03-10,2023-03-08
7289,7289,14,2023-04-26,2023-05-05,2023-05-03
7290,7290,18,2023-11-12,2023-11-16,2023-11-19
7291,7291,17,2023-07-18,2023-07-22,2023-07-20
7292,7292,8,2023-12-20,2023-12-25,2023-12-25
7293,7293,13,2023-04-03,2023-04-08,2023-04-10
7294,7294,23,2023-02-25,2023-03-04,2023-03-03
7295,7295,29,2023-10-22,2023-10-26,2023-10-24
7296,7296,15,2023-01-11,2023-01-15,2023-01-17
7297,7297,11,2023-10-31,2023-11-07,2023-11-07
7298,7298,16,2023-04-11,2023-04-13,2023-04-13
7299,7299,18,2023-08-25,2023-08-30,2023-09-02
7300,7300,12,2023-03-12,2023-03-21,2023-03-19
7301,7301,23,2023-02-17,2023-02-23,2023-02-25
7302,7302,12,2023-05-18,2023-05-21,2023-05-21
7303,7303,6,2023-08-25,2023-08-28,2023-08-26
7304,7304,24,2023-02-05,2023-02-08,2023-02-11
7305,7305,6,2023-10-19,2023-10-26,2023-10-30
7306,7306,4,2023-05-09,2023-05-13,2023-05-14
7307,7307,29,2023-03-12,2023-03-20,2023-03-21
7308,7308,30,2023-02-01,2023-02-08,2023-02-09
7309,7309,24,2023-04-26,2023-05-01,2023-05-05
7310,7310,1,2023-07-27,2023-07-29,2023-07-28
7311,7311,26,2023-01-31,2023-02-02,2023-02-04
7312,7312,17,2023-05-13,2023-05-22,2023-05-25
7313,7313,4,2023-07-08,2023-07-15,2023-07-16
7314,7314,17,2023-09-13,2023-09-16,2023-09-20
7315,7315,5,2023-10-15,2023-10-21,2023-10-21
7316,7316,27,2023-03-04,2023-03-10,2023-03-09
7317,7317,25,2023-01-04,2023-01-12,2023-01-13
7318,7318,30,2023-03-13,2023-03-19,2023-03-23
7319,7319,9,2023-01-26,2023-02-01,2023-01-30
7320,7320,25,2023-06-29,2023-07-01,2023-07-01
7321,7321,6,2023-05-25,2023-05-27,2023-05-26
7322,7322,12,2023-08-20,2023-08-28,2023-08-27
7323,7323,17,2023-10-28,2023-11-05,2023-11-05
7324,7324,26,2023-06-15,2023-06-23,2023-06-24
7325,7325,21,2023-11-11,2023-11-16,2023-11-19
7326,7326,10,2023-05-12,2023-05-14,2023-05-17
7327,7327,2,2023-09-07,2023-09-15,2023-09-13
7328,7328,28,2023-10-25,2023-10-30,2023-11-03
7329,7329,1,2023-06-22,2023-06-27,2023-06-25
7330,7330,13,2023-03-07,2023-03-14,2023-03-17
7331,7331,21,2023-02-02,2023-02-06,2023-02-09
7332,7332,21,2023-02-19,2023-02-21,2023-02-19
7333,7333,1,2023-05-11,2023-05-17,2023-05-21
7334,7334,13,2023-12-19,2023-12-22,2023-12-21
7335,7335,29,2023-11-30,2023-12-05,2023-12-06
7336,7336,23,2023-04-23,2023-05-01,2023-05-04
7337,7337,3,2023-03-14,2023-03-17,2023-03-20
7338,7338,11,2023-03-01,2023-03-07,2023-03-07
7339,7339,29,2023-04-19,2023-04-24,2023-04-26
7340,7340,22,2023-10-30,2023-11-04,2023-11-02
7341,7341,16,2023-11-27,2023-12-05,2023-12-05
7342,7342,18,2023-09-15,2023-09-23,2023-09-26
7343,7343,30,2023-11-12,2023-11-20,2023-11-23
7344,7344,25,2023-06-21,2023-06-28,2023-06-28
7345,7345,2,2023-06-14,2023-06-16,2023-06-19
7346,7346,18,2023-10-16,2023-10-20,2023-10-18
7347,7347,17,2023-03-14,2023-03-17,2023-03-19
7348,7348,1,2023-09-14,2023-09-21,2023-09-20
7349,7349,28,2023-02-26,2023-03-06,2023-03-10
7350,7350,4,2023-11-20,2023-11-27,2023-12-01
7351,7351,23,2023-01-06,2023-01-12,2023-01-11
7352,7352,20,2023-01-28,2023-02-01,2023-02-02
7353,7353,21,2023-11-13,2023-11-20,2023-11-23
7354,7354,6,2023-05-08,2023-05-15,2023-05-14
7355,7355,21,2023-02-24,2023-02-28,2023-02-28
7356,7356,5,2023-07-18,2023-07-25,2023-07-29
7357,7357,30,2023-10-27,2023-10-29,2023-11-02
7358,7358,20,2023-07-08,2023-07-15,2023-07-14
7359,7359,30,2023-07-06,2023-07-11,2023-07-12
7360,7360,9,2023-11-03,2023-11-09,2023-11-09
7361,7361,21,2023-10-28,2023-11-01,2023-11-01
7362,7362,25,2023-07-27,2023-07-31,2023-08-02
7363,7363,30,2023-01-15,2023-01-18,2023-01-21
7364,7364,4,2023-12-28,2024-01-06,2024-01-04
7365,7365,25,2023-12-24,2023-12-30,2024-01-03
7366,7366,5,2023-05-28,2023-06-04,2023-06-02
7367,7367,8,2023-03-29,2023-04-04,2023-04-02
7368,7368,17,2023-04-11,2023-04-19,2023-04-20
7369,7369,15,2023-04-15,2023-04-19,2023-04-18
7370,7370,20,2023-02-16,2023-02-25,2023-02-23
7371,7371,13,2023-02-15,2023-02-23,2023-02-22
7372,7372,15,2023-10-06,2023-10-11,2023-10-09
7373,7373,29,2023-07-01,2023-07-09,2023-07-11
7374,7374,4,2023-07-07,2023-07-13,2023-07-17
7375,7375,18,2023-04-28,2023-05-04,2023-05-03
7376,7376,19,2023-09-15,2023-09-18,2023-09-22
7377,7377,24,2023-02-03,2023-02-06,2023-02-10
7378,7378,28,2023-09-23,2023-09-30,2023-10-01
7379,7379,8,2023-04-10,2023-04-13,2023-04-16
7380,7380,14,2023-11-11,2023-11-18,2023-11-21
7381,7381,1,2023-11-29,2023-12-06,2023-12-07
7382,7382,2,2023-04-28,2023-05-03,2023-05-02
7383,7383,20,2023-10-04,2023-10-09,2023-10-12
7384,7384,27,2023-10-10,2023-10-18,2023-10-19
7385,7385,29,2023-10-04,2023-10-13,2023-10-13
7386,7386,22,2023-09-22,2023-09-28,2023-09-29
7387,7387,3,2023-11-28,2023-12-03,2023-12-05
7388,7388,16,2023-07-27,2023-07-30,2023-08-01
7389,7389,23,2023-11-28,2023-12-03,2023-12-02
7390,7390,3,2023-08-03,2023-08-09,2023-08-13
7391,7391,24,2023-08-07,2023-08-11,2023-08-12
7392,7392,6,2023-02-12,2023-02-21,2023-02-20
7393,7393,8,2023-01-28,2023-01-30,2023-01-28
7394,7394,23,2023-01-29,2023-02-03,2023-02-03
7395,7395,12,2023-07-11,2023-07-15,2023-07-14
7396,7396,5,2023-03-27,2023-04-05,2023-04-04
7397,7397,5,2023-06-23,2023-06-29,2023-06-28
7398,7398,3,2023-06-18,2023-06-26,2023-06-29
7399,7399,4,2023-07-09,2023-07-13,2023-07-12
7400,7400,24,2023-06-20,2023-06-24,2023-06-27
7401,7401,5,2023-10-19,2023-10-23,2023-10-25
7402,7402,29,2023-08-21,2023-08-28,2023-08-28
7403,7403,25,2023-04-09,2023-04-12,2023-04-16
7404,7404,3,2023-01-18,2023-01-23,2023-01-21
7405,7405,10,2023-10-09,2023-10-18,2023-10-18
7406,7406,19,2023-05-19,2023-05-23,2023-05-22
7407,7407,24,2023-01-30,2023-02-05,2023-02-09
7408,7408,8,2023-12-20,2023-12-22,2023-12-24
7409,7409,28,2023-01-13,2023-01-20,2023-01-18
7410,7410,23,2023-03-16,2023-03-18,2023-03-21
7411,7411,6,2023-05-14,2023-05-22,2023-05-21
7412,7412,23,2023-04-17,2023-04-26,2023-04-30
7413,7413,7,2023-08-10,2023-08-19,2023-08-22
7414,7414,6,2023-06-28,2023-07-06,2023-07-10
7415,7415,13,2023-10-11,2023-10-13,2023-10-17
7416,7416,13,2023-05-16,2023-05-23,2023-05-22
7417,7417,25,2023-01-25,2023-01-28,2023-01-29
7418,7418,21,2023-09-29,2023-10-04,2023-10-04
7419,7419,5,2023-06-11,2023-06-13,2023-06-17
7420,7420,6,2023-04-20,2023-04-23,2023-04-23
7421,7421,10,2023-10-10,2023-10-16,2023-10-16
7422,7422,27,2023-12-22,2023-12-28,2023-12-29
7423,7423,29,2023-08-25,2023-08-28,2023-08-30
7424,7424,20,2023-01-19,2023-01-24,2023-01-26
7425,7425,26,2023-09-02,2023-09-08,2023-09-10
7426,7426,10,2023-04-29,2023-05-06,2023-05-10
7427,7427,25,2023-10-15,2023-10-23,2023-10-26
7428,7428,28,2023-10-13,2023-10-21,2023-10-19
7429,7429,16,2023-05-28,2023-06-02,2023-06-06
7430,7430,18,2023-07-27,2023-07-30,2023-07-31
7431,7431,27,2023-02-09,2023-02-15,2023-02-16
7432,7432,28,2023-06-04,2023-06-12,2023-06-14
7433,7433,3,2023-06-28,2023-07-04,2023-07-06
7434,7434,25,2023-09-01,2023-09-05,2023-09-07
7435,7435,1,2023-05-17,2023-05-24,2023-05-25
7436,7436,21,2023-02-16,2023-02-22,2023-02-24
7437,7437,3,2023-02-23,2023-03-04,2023-03-04
7438,7438,30,2023-06-16,2023-06-23,2023-06-25
7439,7439,19,2023-04-18,2023-04-20,2023-04-20
7440,7440,1,2023-08-08,2023-08-12,2023-08-11
7441,7441,8,2023-05-28,2023-05-31,2023-05-30
7442,7442,30,2023-03-14,2023-03-23,2023-03-24
7443,7443,19,2023-11-28,2023-12-06,2023-12-04
7444,7444,4,2023-10-01,2023-10-03,2023-10-06
7445,7445,16,2023-09-08,2023-09-10,2023-09-09
7446,7446,5,2023-07-09,2023-07-16,2023-07-17
7447,7447,5,2023-03-15,2023-03-20,2023-03-21
7448,7448,28,2023-06-01,2023-06-05,2023-06-05
7449,7449,2,2023-09-06,2023-09-13,2023-09-13
7450,7450,23,2023-09-23,2023-09-28,2023-09-30
7451,7451,6,2023-01-27,2023-01-31,2023-02-03
7452,7452,30,2023-05-22,2023-05-31,2023-05-30
7453,7453,27,2023-04-13,2023-04-22,2023-04-22
7454,7454,7,2023-10-08,2023-10-12,2023-10-10
7455,7455,15,2023-02-24,2023-02-26,2023-03-01
7456,7456,10,2023-06-02,2023-06-08,2023-06-09
7457,7457,10,2023-04-16,2023-04-21,2023-04-24
7458,7458,19,2023-04-02,2023-04-07,2023-04-09
7459,7459,24,2023-05-24,2023-05-31,2023-05-31
7460,7460,16,2023-08-02,2023-08-04,2023-08-04
7461,7461,22,2023-08-25,2023-08-31,2023-08-31
7462,7462,23,2023-07-04,2023-07-13,2023-07-16
7463,7463,9,2023-09-11,2023-09-18,2023-09-17
7464,7464,24,2023-01-11,2023-01-18,2023-01-22
7465,7465,8,2023-03-23,2023-03-30,2023-04-03
7466,7466,19,2023-02-22,2023-02-26,2023-03-01
7467,7467,1,2023-09-30,2023-10-04,2023-10-04
7468,7468,28,2023-08-17,2023-08-25,2023-08-28
7469,7469,17,2023-02-22,2023-03-01,2023-03-02
7470,7470,26,2023-07-07,2023-07-13,2023-07-13
7471,7471,18,2023-02-04,2023-02-08,2023-02-12
7472,7472,24,2023-10-19,2023-10-24,2023-10-27
7473,7473,26,2023-08-21,2023-08-26,2023-08-24
7474,7474,15,2023-05-15,2023-05-20,2023-05-20
7475,7475,6,2023-05-03,2023-05-05,2023-05-07
7476,7476,22,2023-11-24,2023-11-28,2023-11-30
7477,7477,17,2023-09-07,2023-09-09,2023-09-13
7478,7478,18,2023-07-12,2023-07-16,2023-07-20
7479,7479,21,2023-11-22,2023-11-27,2023-11-25
7480,7480,19,2023-07-30,2023-08-04,2023-08-06
7481,7481,2,2023-04-15,2023-04-21,2023-04-25
7482,7482,30,2023-11-29,2023-12-03,2023-12-02
7483,7483,25,2023-05-16,2023-05-25,2023-05-29
7484,7484,26,2023-11-20,2023-11-28,2023-11-29
7485,7485,7,2023-05-22,2023-05-30,2023-05-31
7486,7486,17,2023-05-02,2023-05-05,2023-05-04
7487,7487,15,2023-04-05,2023-04-13,2023-04-15
7488,7488,16,2023-05-10,2023-05-12,2023-05-10
7489,7489,27,2023-04-04,2023-04-09,2023-04-07
7490,7490,17,2023-04-03,2023-04-09,2023-04-10
7491,7491,3,2023-03-07,2023-03-15,2023-03-19
7492,7492,10,2023-01-30,2023-02-05,2023-02-08
7493,7493,6,2023-08-02,2023-08-07,2023-08-11
7494,7494,29,2023-01-13,2023-01-17,2023-01-15
7495,7495,2,2023-12-02,2023-12-08,2023-12-12
7496,7496,11,2023-10-27,2023-10-31,2023-10-30
7497,7497,8,2023-05-13,2023-05-21,2023-05-22
7498,7498,14,2023-10-22,2023-10-28,2023-10-28
7499,7499,12,2023-06-26,2023-07-04,2023-07-08
7500,7500,20,2023-07-31,2023-08-02,2023-08-01
7501,7501,24,2023-01-28,2023-02-06,2023-02-05
7502,7502,28,2023-04-11,2023-04-15,2023-04-13
7503,7503,7,2023-12-24,2023-12-30,2024-01-02
7504,7504,18,2023-05-23,2023-05-28,2023-05-26
7505,7505,25,2023-11-11,2023-11-14,2023-11-18
7506,7506,5,2023-06-24,2023-07-02,2023-06-30
7507,7507,6,2023-02-02,2023-02-07,2023-02-07
7508,7508,13,2023-05-24,2023-05-28,2023-05-27
7509,7509,30,2023-11-15,2023-11-23,2023-11-25
7510,7510,2,2023-12-19,2023-12-26,2023-12-27
7511,7511,19,2023-02-15,2023-02-20,2023-02-18
7512,7512,26,2023-10-27,2023-11-04,2023-11-02
7513,7513,28,2023-07-31,2023-08-05,2023-08-04
7514,7514,8,2023-11-30,2023-12-07,2023-12-07
7515,7515,11,2023-07-14,2023-07-23,2023-07-21
7516,7516,21,2023-06-11,2023-06-14,2023-06-14
7517,7517,16,2023-03-07,2023-03-16,2023-03-16
7518,7518,26,2023-09-04,2023-09-11,2023-09-15
7519,7519,1,2023-09-18,2023-09-23,2023-09-25
7520,7520,25,2023-06-02,2023-06-08,2023-06-08
7521,7521,29,2023-08-05,2023-08-07,2023-08-09
7522,7522,27,2023-11-22,2023-11-30,2023-12-01
7523,7523,16,2023-06-16,2023-06-19,2023-06-19
7524,7524,12,2023-02-04,2023-02-08,2023-02-09
7525,7525,17,2023-08-21,2023-08-27,2023-08-27
7526,7526,9,2023-10-10,2023-10-14,2023-10-16
7527,7527,26,2023-01-30,2023-02-08,2023-02-10
7528,7528,6,2023-07-15,2023-07-18,2023-07-19
7529,7529,7,2023-12-01,2023-12-04,2023-12-03
7530,7530,13,2023-09-14,2023-09-19,2023-09-18
7531,7531,17,2023-10-11,2023-10-18,2023-10-17
7532,7532,10,2023-11-01,2023-11-04,2023-11-04
7533,7533,11,2023-11-18,2023-11-22,2023-11-21
7534,7534,14,2023-11-21,2023-11-24,2023-11-25
7535,7535,17,2023-12-14,2023-12-16,2023-12-15
7536,7536,16,2023-10-22,2023-10-27,2023-10-28
7537,7537,5,2023-04-01,2023-04-04,2023-04-05
7538,7538,18,2023-05-31,2023-06-02,2023-06-05
7539,7539,11,2023-09-09,2023-09-18,2023-09-18
7540,7540,10,2023-11-20,2023-11-28,2023-12-01
7541,7541,28,2023-10-13,2023-10-21,2023-10-23
7542,7542,21,2023-12-30,2024-01-03,2024-01-03
7543,7543,21,2023-07-20,2023-07-24,2023-07-24
7544,7544,22,2023-02-16,2023-02-18,2023-02-16
7545,7545,25,2023-12-26,2023-12-28,2023-12-27
7546,7546,6,2023-02-01,2023-02-08,2023-02-07
7547,7547,10,2023-01-19,2023-01-22,2023-01-23
7548,7548,11,2023-05-08,2023-05-16,2023-05-18
7549,7549,1,2023-06-21,2023-06-26,2023-06-29
7550,7550,5,2023-09-02,2023-09-07,2023-09-06
7551,7551,2,2023-03-21,2023-03-29,2023-03-28
7552,7552,11,2023-08-23,2023-08-29,2023-09-02
7553,7553,14,2023-07-27,2023-07-29,2023-07-31
7554,7554,24,2023-09-09,2023-09-13,2023-09-12
7555,7555,13,2023-10-30,2023-11-07,2023-11-05
7556,7556,23,2023-08-04,2023-08-10,2023-08-14
7557,7557,11,2023-08-04,2023-08-06,2023-08-05
7558,7558,6,2023-06-10,2023-06-12,2023-06-10
7559,7559,2,2023-03-11,2023-03-19,2023-03-19
7560,7560,19,2023-03-29,2023-04-04,2023-04-04
7561,7561,25,2023-09-25,2023-09-30,2023-09-28
7562,7562,9,2023-03-11,2023-03-13,2023-03-16
7563,7563,23,2023-04-13,2023-04-20,2023-04-23
7564,7564,18,2023-12-14,2023-12-20,2023-12-21
7565,7565,14,2023-08-08,2023-08-11,2023-08-09
7566,7566,13,2023-06-12,2023-06-21,2023-06-25
7567,7567,28,2023-04-05,2023-04-08,2023-04-09
7568,7568,12,2023-06-27,2023-07-01,2023-07-03
7569,7569,12,2023-06-17,2023-06-25,2023-06-27
7570,7570,13,2023-04-29,2023-05-07,2023-05-11
7571,7571,7,2023-08-11,2023-08-16,2023-08-14
7572,7572,16,2023-02-01,2023-02-09,2023-02-13
7573,7573,17,2023-01-13,2023-01-19,2023-01-20
7574,7574,9,2023-12-10,2023-12-15,2023-12-15
7575,7575,14,2023-05-11,2023-05-16,2023-05-14
7576,7576,30,2023-04-19,2023-04-25,2023-04-23
7577,7577,9,2023-01-30,2023-02-01,2023-02-02
7578,7578,6,2023-08-17,2023-08-20,2023-08-22
7579,7579,26,2023-01-05,2023-01-09,2023-01-12
7580,7580,30,2023-12-27,2023-12-29,2024-01-02
7581,7581,1,2023-04-12,2023-04-17,2023-04-17
7582,7582,24,2023-01-25,2023-01-30,2023-01-31
7583,7583,22,2023-03-02,2023-03-08,2023-03-12
7584,7584,25,2023-06-30,2023-07-08,2023-07-09
7585,7585,25,2023-12-08,2023-12-11,2023-12-15
7586,7586,23,2023-12-19,2023-12-22,2023-12-22
7587,7587,20,2023-01-23,2023-01-31,2023-02-03
7588,7588,27,2023-09-13,2023-09-17,2023-09-21
7589,7589,1,2023-11-17,2023-11-26,2023-11-29
7590,7590,19,2023-02-09,2023-02-11,2023-02-09
7591,7591,22,2023-05-29,2023-06-05,2023-06-03
7592,7592,15,2023-01-27,2023-01-31,2023-01-30
7593,7593,17,2023-05-02,2023-05-07,2023-05-11
7594,7594,20,2023-01-30,2023-02-06,2023-02-10
7595,7595,24,2023-06-20,2023-06-29,2023-07-03
7596,7596,28,2023-11-23,2023-11-28,2023-11-28
7597,7597,8,2023-08-16,2023-08-19,2023-08-23
7598,7598,22,2023-01-02,2023-01-07,2023-01-08
7599,7599,30,2023-11-06,2023-11-08,2023-11-07
7600,7600,22,2023-09-21,2023-09-30,2023-09-29
7601,7601,3,2023-01-15,2023-01-17,2023-01-16
7602,7602,23,2023-02-18,2023-02-22,2023-02-20
7603,7603,12,2023-11-12,2023-11-19,2023-11-21
7604,7604,24,2023-10-19,2023-10-28,2023-10-27
7605,7605,15,2023-12-02,2023-12-04,2023-12-05
7606,7606,18,2023-04-06,2023-04-15,2023-04-18
7607,7607,13,2023-09-21,2023-09-26,2023-09-24
7608,7608,5,2023-10-09,2023-10-15,2023-10-18
7609,7609,22,2023-12-29,2024-01-07,2024-01-09
7610,7610,17,2023-07-26,2023-08-02,2023-08-04
7611,7611,28,2023-07-08,2023-07-11,2023-07-10
7612,7612,21,2023-06-28,2023-07-01,2023-06-30
7613,7613,3,2023-11-08,2023-11-11,2023-11-09
7614,7614,19,2023-03-14,2023-03-20,2023-03-19
7615,7615,6,2023-04-16,2023-04-21,2023-04-25
7616,7616,27,2023-09-07,2023-09-09,2023-09-07
7617,7617,17,2023-06-11,2023-06-16,2023-06-18
7618,7618,5,2023-07-23,2023-07-27,2023-07-31
7619,7619,21,2023-08-08,2023-08-13,2023-08-14
7620,7620,5,2023-08-04,2023-08-09,2023-08-10
7621,7621,19,2023-01-20,2023-01-23,2023-01-27
7622,7622,22,2023-12-01,2023-12-06,2023-12-06
7623,7623,11,2023-07-27,2023-08-04,2023-08-07
7624,7624,1,2024-01-01,2024-01-07,2024-01-07
7625,7625,30,2023-02-11,2023-02-14,2023-02-14
7626,7626,26,2023-04-01,2023-04-05,2023-04-06
7627,7627,13,2023-09-16,2023-09-24,2023-09-23
7628,7628,17,2023-09-14,2023-09-22,2023-09-26
7629,7629,11,2023-08-07,2023-08-13,2023-08-11
7630,7630,18,2023-11-01,2023-11-07,2023-11-08
7631,7631,4,2023-06-22,2023-06-26,2023-06-26
7632,7632,26,2023-05-21,2023-05-23,2023-05-23
7633,7633,25,2023-06-29,2023-07-04,2023-07-07
7634,7634,10,2023-03-20,2023-03-25,2023-03-24
7635,7635,24,2023-07-10,2023-07-12,2023-07-12
7636,7636,27,2023-01-18,2023-01-26,2023-01-26
7637,7637,26,2023-10-20,2023-10-28,2023-10-26
7638,7638,11,2023-11-18,2023-11-25,2023-11-24
7639,7639,18,2023-11-23,2023-11-27,2023-11-29
7640,7640,1,2023-08-05,2023-08-12,2023-08-14
7641,7641,4,2023-07-30,2023-08-06,2023-08-06
7642,7642,5,2023-06-19,2023-06-27,2023-06-27
7643,7643,2,2023-11-28,2023-11-30,2023-12-04
7644,7644,28,2023-10-09,2023-10-12,2023-10-10
7645,7645,26,2023-11-05,2023-11-08,2023-11-10
7646,7646,22,2023-05-30,2023-06-02,2023-06-01
7647,7647,24,2023-09-21,2023-09-23,2023-09-22
7648,7648,12,2023-01-06,2023-01-12,2023-01-13
7649,7649,11,2023-04-02,2023-04-05,2023-04-08
7650,7650,28,2023-03-04,2023-03-06,2023-03-07
7651,7651,21,2023-11-08,2023-11-11,2023-11-10
7652,7652,16,2023-01-17,2023-01-20,2023-01-21
7653,7653,4,2023-08-19,2023-08-24,2023-08-27
7654,7654,7,2023-02-02,2023-02-04,2023-02-07
7655,7655,29,2023-06-03,2023-06-08,2023-06-06
7656,7656,21,2023-09-06,2023-09-15,2023-09-15
7657,7657,28,2023-09-28,2023-10-02,2023-10-01
7658,7658,24,2023-03-21,2023-03-24,2023-03-26
7659,7659,23,2023-10-20,2023-10-27,2023-10-29
7660,7660,21,2023-06-05,2023-06-12,2023-06-16
7661,7661,13,2023-10-07,2023-10-10,2023-10-09
7662,7662,14,2023-10-10,2023-10-19,2023-10-20
7663,7663,11,2023-02-28,2023-03-05,2023-03-06
7664,7664,8,2023-07-07,2023-07-16,2023-07-20
7665,7665,1,2023-04-07,2023-04-16,2023-04-20
7666,7666,8,2023-10-06,2023-10-13,2023-10-17
7667,7667,19,2023-06-11,2023-06-13,2023-06-12
7668,7668,17,2023-10-06,2023-10-12,2023-10-11
7669,7669,9,2023-07-01,2023-07-08,2023-07-07
7670,7670,27,2023-12-28,2024-01-03,2024-01-01
7671,7671,13,2023-03-21,2023-03-29,2023-03-31
7672,7672,22,2023-06-03,2023-06-07,2023-06-05
7673,7673,15,2023-08-30,2023-09-01,2023-09-04
7674,7674,27,2023-10-18,2023-10-20,2023-10-24
7675,7675,13,2023-08-23,2023-08-28,2023-09-01
7676,7676,27,2023-01-21,2023-01-24,2023-01-22
7677,7677,8,2023-03-15,2023-03-18,2023-03-18
7678,7678,27,2023-07-11,2023-07-19,2023-07-17
7679,7679,30,2023-01-20,2023-01-22,2023-01-26
7680,7680,26,2023-01-22,2023-01-28,2023-01-31
7681,7681,12,2023-08-11,2023-08-15,2023-08-17
7682,7682,11,2023-11-24,2023-12-02,2023-12-03
7683,7683,20,2023-05-01,2023-05-06,2023-05-08
7684,7684,13,2023-04-12,2023-04-21,2023-04-25
7685,7685,16,2023-02-05,2023-02-07,2023-02-06
7686,7686,2,2023-03-27,2023-03-31,2023-04-03
7687,7687,6,2023-07-17,2023-07-19,2023-07-18
7688,7688,16,2023-11-27,2023-12-01,2023-11-30
7689,7689,18,2023-07-22,2023-07-26,2023-07-24
7690,7690,17,2023-12-13,2023-12-21,2023-12-24
7691,7691,15,2023-12-11,2023-12-18,2023-12-18
7692,7692,7,2023-01-15,2023-01-18,2023-01-19
7693,7693,14,2023-12-17,2023-12-24,2023-12-22
7694,7694,7,2023-08-07,2023-08-12,2023-08-16
7695,7695,6,2023-09-12,2023-09-17,2023-09-16
7696,7696,12,2023-08-11,2023-08-19,2023-08-21
7697,7697,2,2023-03-22,2023-03-29,2023-04-02
7698,7698,21,2023-01-08,2023-01-16,2023-01-15
7699,7699,1,2023-09-30,2023-10-03,2023-10-05
7700,7700,18,2023-08-19,2023-08-28,2023-08-29
7701,7701,29,2023-01-19,2023-01-28,2023-01-27
7702,7702,28,2023-01-14,2023-01-20,2023-01-23
7703,7703,5,2023-10-19,2023-10-27,2023-10-30
7704,7704,21,2023-08-31,2023-09-09,2023-09-10
7705,7705,7,2023-01-23,2023-01-30,2023-01-29
7706,7706,15,2023-06-28,2023-07-03,2023-07-07
7707,7707,21,2023-08-19,2023-08-22,2023-08-21
7708,7708,27,2023-10-03,2023-10-11,2023-10-13
7709,7709,6,2023-10-19,2023-10-23,2023-10-23
7710,7710,2,2023-10-28,2023-11-01,2023-11-04
7711,7711,21,2023-05-17,2023-05-26,2023-05-28
7712,7712,24,2023-10-11,2023-10-16,2023-10-14
7713,7713,17,2023-06-06,2023-06-10,2023-06-14
7714,7714,27,2023-03-08,2023-03-13,2023-03-17
7715,7715,13,2023-05-18,2023-05-26,2023-05-30
7716,7716,13,2023-04-03,2023-04-11,2023-04-12
7717,7717,14,2023-11-14,2023-11-22,2023-11-23
7718,7718,26,2023-09-18,2023-09-20,2023-09-20
7719,7719,23,2023-04-15,2023-04-18,2023-04-17
7720,7720,8,2023-02-25,2023-03-03,2023-03-04
7721,7721,15,2023-09-17,2023-09-25,2023-09-29
7722,7722,11,2023-04-13,2023-04-18,2023-04-18
7723,7723,13,2023-07-18,2023-07-27,2023-07-25
7724,7724,21,2023-10-29,2023-11-04,2023-11-05
7725,7725,20,2023-08-18,2023-08-26,2023-08-30
7726,7726,1,2023-08-29,2023-09-01,2023-08-30
7727,7727,25,2023-01-30,2023-02-06,2023-02-09
7728,7728,2,2023-05-03,2023-05-12,2023-05-14
7729,7729,11,2023-07-03,2023-07-06,2023-07-07
7730,7730,14,2023-07-22,2023-07-24,2023-07-25
7731,7731,30,2023-11-02,2023-11-11,2023-11-10
7732,7732,5,2023-09-13,2023-09-16,2023-09-14
7733,7733,7,2023-05-05,2023-05-09,2023-05-11
7734,7734,24,2023-02-04,2023-02-11,2023-02-11
7735,7735,16,2023-11-12,2023-11-18,2023-11-20
7736,7736,30,2023-10-14,2023-10-17,2023-10-18
7737,7737,11,2023-04-20,2023-04-23,2023-04-26
7738,7738,26,2023-08-14,2023-08-20,2023-08-18
7739,7739,15,2023-10-01,2023-10-07,2023-10-08
7740,7740,4,2023-08-24,2023-08-26,2023-08-26
7741,7741,10,2023-09-15,2023-09-23,2023-09-23
7742,7742,1,2023-01-25,2023-01-28,2023-01-29
7743,7743,7,2023-04-23,2023-04-27,2023-04-30
7744,7744,12,2023-07-13,2023-07-17,2023-07-21
7745,7745,29,2023-12-16,2023-12-18,2023-12-19
7746,7746,26,2023-01-29,2023-02-07,2023-02-08
7747,7747,11,2023-07-10,2023-07-18,2023-07-16
7748,7748,11,2023-10-16,2023-10-19,2023-10-18
7749,7749,25,2023-04-28,2023-05-04,2023-05-04
7750,7750,17,2023-12-06,2023-12-10,2023-12-08
7751,7751,30,2023-02-10,2023-02-17,2023-02-17
7752,7752,1,2023-10-12,2023-10-19,2023-10-20
7753,7753,15,2023-05-19,2023-05-22,2023-05-22
7754,7754,23,2023-08-19,2023-08-27,2023-08-30
7755,7755,25,2023-11-18,2023-11-20,2023-11-23
7756,7756,21,2023-11-25,2023-11-27,2023-11-30
7757,7757,20,2023-07-05,2023-07-14,2023-07-16
7758,7758,22,2023-12-31,2024-01-07,2024-01-07
7759,7759,25,2023-03-30,2023-04-05,2023-04-08
7760,7760,18,2023-02-23,2023-03-04,2023-03-06
7761,7761,21,2023-12-15,2023-12-24,2023-12-22
7762,7762,4,2023-12-24,2023-12-26,2023-12-24
7763,7763,29,2023-08-26,2023-08-28,2023-09-01
